frequency_hz,parallel_per_bank,total_devices,phase_voltage_rms_v,line_voltage_rms_v,phase_current_rms_a,peak_device_a,conduction_w,overlap_w,coss_w,deadtime_w,gate_drive_w,fet_loss_w,total_modeled_loss_w,efficiency_estimate_pct,hottest_device_w,junction_estimate_c,required_max_sink_k_per_w,loss_budget_w,remaining_other_loss_budget_w,minimum_pulse_margin_ns,passes_screen,failed_constraints
42000.0,5,30,30.49397993866986,52.81712257876227,204.95848730044858,57.97101449275364,41.58790170132326,8.718922969382094,4.032,1.860036900134847,0.2142,56.198861570840194,56.41306157084019,99.70003284844297,2.2479544628336074,67.19345428106755,1.1286070589893664,94.22110552763652,37.80804395679633,18.461733903519608,True,
43000.0,5,30,30.49397993866986,52.81712257876227,204.95848730044858,57.97101449275364,41.58790170132326,8.926516373415001,4.128,1.9043234929952004,0.21930000000000002,56.54674156773346,56.76604156773346,99.69816160076503,2.2618696627093384,67.2379829206699,1.121491521490075,94.22110552763652,37.455063959903065,17.3347168359959,True,
44000.0,5,30,30.49397993866986,52.81712257876227,204.95848730044858,57.97101449275364,41.58790170132326,9.13410977744791,4.224,1.948610085855554,0.22440000000000002,56.894621564626725,57.11902156462673,99.69629042332782,2.275784862585069,67.28251156027221,1.114462999356914,94.22110552763652,37.1020839630098,16.258927816995993,True,
45000.0,5,30,30.49397993866986,52.81712257876227,204.95848730044858,57.97101449275364,41.58790170132326,9.341703181480815,4.32,1.9928966787159075,0.2295,57.24250156151999,57.47200156151999,99.6944193161274,2.2897000624607995,67.32704019987456,1.1075199061337813,94.22110552763652,36.749103966116536,15.230951643284966,True,
46000.0,5,30,30.49397993866986,52.81712257876227,204.95848730044858,57.97101449275364,41.58790170132326,9.549296585513723,4.416,2.037183271576261,0.2346,57.59038155841325,57.82498155841325,99.69254827915981,2.30361526233653,67.3715688394769,1.1006606936971108,94.22110552763652,36.396123969223275,14.247670085822252,True,
47000.0,5,30,30.49397993866986,52.81712257876227,204.95848730044858,57.97101449275364,41.58790170132326,9.75688998954663,4.5120000000000005,2.0814698644366145,0.23970000000000002,57.938261555306504,58.1779615553065,99.6906773124211,2.31753046221226,67.41609747907924,1.0938838511050686,94.22110552763652,36.04314397233002,13.306230296762205,True,
48000.0,5,30,30.49397993866986,52.81712257876227,204.95848730044858,57.97101449275364,41.58790170132326,9.964483393579536,4.6080000000000005,2.125756457296968,0.24480000000000002,58.28614155219976,58.53094155219976,99.68880641590731,2.33144566208799,67.46062611868157,1.087187903487958,94.22110552763652,35.69016397543677,12.404017165579656,True,
49000.0,5,30,30.49397993866986,52.81712257876227,204.95848730044858,57.97101449275364,41.58790170132326,10.172076797612444,4.704,2.1700430501573216,0.2499,58.634021549093035,58.88392154909303,99.68693558961449,2.345360861963721,67.50515475828391,1.0805714109781275,94.22110552763652,35.33718397854349,11.538629060159664,True,
50000.0,5,30,30.49397993866986,52.81712257876227,204.95848730044858,57.97101449275364,41.58790170132326,10.37967020164535,4.8,2.214329643017675,0.255,58.98190154598629,59.23690154598629,99.68506483353868,2.3592760618394517,67.54968339788624,1.0740329676777476,94.22110552763652,34.98420398165023,10.70785647895647,True,
51000.0,5,30,30.49397993866986,52.81712257876227,204.95848730044858,57.97101449275364,41.58790170132326,10.587263605678258,4.896,2.258616235878028,0.2601,59.32978154287955,59.58988154287955,99.68319414767595,2.3731912617151822,67.59421203748857,1.0675712006628981,94.22110552763652,34.63122398475697,9.909663214663208,True,
52000.0,5,30,30.49397993866986,52.81712257876227,204.95848730044858,57.97101449275364,41.58790170132326,10.794857009711166,4.992,2.302902828738382,0.2652,59.67766153977281,59.94286153977281,99.68132353202232,2.387106461590912,67.63874067709092,1.0611847690224938,94.22110552763652,34.27824398786372,9.142169691304296,True,
53000.0,5,30,30.49397993866986,52.81712257876227,204.95848730044858,57.97101449275364,41.58790170132326,11.002450413744072,5.088,2.3471894215987352,0.27030000000000004,60.02554153666607,60.29584153666607,99.67945298657386,2.401021661466643,67.68326931669326,1.0548723629306256,94.22110552763652,33.92526399097046,8.403638187694787,True,
54000.0,5,30,30.49397993866986,52.81712257876227,204.95848730044858,57.97101449275364,41.58790170132326,11.21004381777698,5.184,2.391476014459089,0.27540000000000003,60.37342153355932,60.64882153355932,99.6775825113266,2.4149368613423725,67.7277979562956,1.048632702750977,94.22110552763652,33.5722839940772,7.692459702737471,True,
55000.0,5,30,30.49397993866986,52.81712257876227,204.95848730044858,57.97101449275364,41.58790170132326,11.417637221809885,5.28,2.4357626073194423,0.2805,60.721301530452585,61.00180153045259,99.6757121062766,2.4288520612181035,67.77232659589794,1.0424645381720217,94.22110552763652,33.219303997183935,7.007142253596794,True,
56000.0,5,30,30.49397993866986,52.81712257876227,204.95848730044858,57.97101449275364,41.58790170132326,11.625230625842793,5.376,2.480049200179796,0.2856,61.06918152734585,61.35478152734585,99.67384177141992,2.4427672610938336,67.81685523550026,1.0363666473717843,94.22110552763652,32.866324000290675,6.346300427639707,True,
57000.0,5,30,30.49397993866986,52.81712257876227,204.95848730044858,57.97101449275364,41.58790170132326,11.8328240298757,5.472,2.5243357930401493,0.2907,61.41706152423912,61.70776152423912,99.67197150675257,2.4566824609695646,67.8613838751026,1.0303378362109823,94.22110552763652,32.51334400339741,5.708646034172345,True,
58000.0,5,30,30.49397993866986,52.81712257876227,204.95848730044858,57.97101449275364,41.58790170132326,12.040417433908607,5.5680000000000005,2.568622385900503,0.2958,61.76494152113237,62.06074152113237,99.67010131227063,2.4705976608452946,67.90591251470494,1.0243769374534384,94.22110552763652,32.16036400650415,5.092979723238339,True,
59000.0,5,30,30.49397993866986,52.81712257876227,204.95848730044858,57.97101449275364,41.58790170132326,12.248010837941514,5.664,2.6129089787608564,0.3009,62.11282151802563,62.41372151802563,99.66823118797012,2.484512860721025,67.95044115430728,1.0184828100126877,94.22110552763652,31.807384009610892,4.498183456742774,True,
60000.0,5,30,30.49397993866986,52.81712257876227,204.95848730044858,57.97101449275364,41.58790170132326,12.45560424197442,5.76,2.6571955716212097,0.306,62.46070151491889,62.766701514918886,99.66636113384712,2.4984280605967553,67.99496979390962,1.0126543382237645,94.22110552763652,31.45440401271764,3.923213732463724,True,
61000.0,5,30,30.49397993866986,52.81712257876227,204.95848730044858,57.97101449275364,41.58790170132326,12.663197646007328,5.856,2.7014821644815634,0.31110000000000004,62.80858151181215,63.11968151181215,99.66449114989769,2.5123432604724862,68.03949843351197,1.0068904311391864,94.22110552763652,31.10142401582437,3.367095474554487,True,
62000.0,5,30,30.49397993866986,52.81712257876227,204.95848730044858,57.97101449275364,41.58790170132326,12.870791050040236,5.952,2.7457687573419167,0.31620000000000004,63.15646150870541,63.472661508705414,99.66262123611784,2.5262584603482163,68.0840270731143,1.0011900218482075,94.22110552763652,30.74844401893111,2.828916515287479,True,
63000.0,5,30,30.49397993866986,52.81712257876227,204.95848730044858,57.97101449275364,41.58790170132326,13.078384454073142,6.048,2.7900553502022705,0.32130000000000003,63.50434150559868,63.82564150559868,99.66075139250366,2.5401736602239473,68.12855571271663,0.9955520668184468,94.22110552763652,30.395464022037842,2.307822602346407,True,
64000.0,5,30,30.49397993866986,52.81712257876227,204.95848730044858,57.97101449275364,41.58790170132326,13.28597785810605,6.144,2.8343419430626238,0.3264,63.852221502491936,64.17862150249194,99.65888161905116,2.5540888600996774,68.17308435231897,0.9899755452590364,94.22110552763652,30.04248402514459,1.8030128741847407,True,
65000.0,5,30,30.49397993866986,52.81712257876227,204.95848730044858,57.97101449275364,41.58790170132326,13.493571262138955,6.24,2.8786285359229775,0.3315,64.2001014993852,64.5316014993852,99.65701191575643,2.5680040599754075,68.2176129919213,0.984459458504477,94.22110552763652,29.68950402825132,1.313735753043441,True,
66000.0,5,30,30.49397993866986,52.81712257876227,204.95848730044858,57.97101449275364,41.58790170132326,13.701164666171863,6.336,2.922915128783331,0.3366,64.54798149627845,64.88458149627846,99.6551422826155,2.581919259851138,68.26214163152365,0.9790028294184165,94.22110552763652,29.336524031358067,0.8392852113306605,True,
67000.0,5,30,30.49397993866986,52.81712257876227,204.95848730044858,57.97101449275364,41.58790170132326,13.90875807020477,6.432,2.9672017216436846,0.3417,64.89586149317172,65.23756149317173,99.6532727196244,2.5958344597268685,68.30667027112598,0.9736047018166056,94.22110552763652,28.9835440344648,0.3789973723555764,True,
