Freq.	I(C1)	I(C2)	I(C3)	I(C4)
4.60019190983819e+02	-2.49688069190225e-01,-4.27992853452871e-05	-2.49687693870143e-01,1.14434953409910e-05	-2.49687881740077e-01,4.23063012494551e-05	-2.49688033743998e-01,-1.20308042215731e-05
4.70019390787815e+02	-2.49688077411161e-01,-4.36834585103150e-05	-2.49687685583513e-01,1.17386837887159e-05	-2.49687881704963e-01,4.32725477228041e-05	-2.49688040400871e-01,-1.22459883575285e-05
4.80019590591811e+02	-2.49688085808967e-01,-4.45685986218657e-05	-2.49687677118587e-01,1.20329179595091e-05	-2.49687881669045e-01,4.42378490846691e-05	-2.49688047200947e-01,-1.24621314685297e-05
4.90019790395807e+02	-2.49688094383638e-01,-4.54546469083847e-05	-2.49687668475346e-01,1.23262568946530e-05	-2.49687881632308e-01,4.52022645714410e-05	-2.49688054144220e-01,-1.26791746133091e-05
5.00019990199803e+02	-2.49688103135165e-01,-4.63415499850817e-05	-2.49687659653773e-01,1.26187542485786e-05	-2.49687881594736e-01,4.61658480327727e-05	-2.49688061230678e-01,-1.28970642374333e-05
5.10020190003799e+02	-2.49688112063576e-01,-4.72292583752380e-05	-2.49687650653881e-01,1.29104597678036e-05	-2.49687881556348e-01,4.71286494102145e-05	-2.49688068460346e-01,-1.31157506943851e-05
5.20020389807795e+02	-2.49688121168852e-01,-4.81177264808233e-05	-2.49687641475643e-01,1.32014193200600e-05	-2.49687881517117e-01,4.80907147666660e-05	-2.49688075833204e-01,-1.33351882164963e-05
5.30020589611792e+02	-2.49688130451053e-01,-4.90069123130391e-05	-2.49687632119103e-01,1.34916751638752e-05	-2.49687881477093e-01,4.90520865560246e-05	-2.49688083349310e-01,-1.35553346451264e-05
5.40020789415788e+02	-2.49688139910135e-01,-4.98967767602194e-05	-2.49687622584209e-01,1.37812666806923e-05	-2.49687881436224e-01,5.00128043547391e-05	-2.49688091008618e-01,-1.37761506989389e-05
5.50020989219784e+02	-2.49688149546119e-01,-5.07872837064757e-05	-2.49687612870965e-01,1.40702302561311e-05	-2.49687881394520e-01,5.09729047436847e-05	-2.49688098811145e-01,-1.39976000922858e-05
5.60021189023780e+02	-2.49688159359010e-01,-5.16783994617406e-05	-2.49687602979367e-01,1.43585998500708e-05	-2.49687881351978e-01,5.19324218779061e-05	-2.49688106756895e-01,-1.42196489653325e-05
5.70021388827776e+02	-2.49688169348825e-01,-5.25700932808099e-05	-2.49687592909417e-01,1.46464064774890e-05	-2.49687881308606e-01,5.28913869676518e-05	-2.49688114845883e-01,-1.44422664031178e-05
5.80021588631772e+02	-2.49688179515547e-01,-5.34623357484340e-05	-2.49687582661088e-01,1.49336798233972e-05	-2.49687881264376e-01,5.38498298931570e-05	-2.49688123078090e-01,-1.46654228205715e-05
5.90021788435768e+02	-2.49688189859201e-01,-5.43550999378370e-05	-2.49687572234386e-01,1.52204470844214e-05	-2.49687881219302e-01,5.48077780462433e-05	-2.49688131453536e-01,-1.48890911212243e-05
6.00021988239764e+02	-2.49688200379797e-01,-5.52483607426067e-05	-2.49687561629312e-01,1.55067336367520e-05	-2.49687881173386e-01,5.57652569983578e-05	-2.49688139972230e-01,-1.51132460288324e-05
6.10022188043760e+02	-2.49688211077369e-01,-5.61420946536380e-05	-2.49687550845884e-01,1.57925632593525e-05	-2.49687881126651e-01,5.67222907237319e-05	-2.49688148634204e-01,-1.53378638644869e-05
6.20022387847757e+02	-2.49688221951844e-01,-5.70362794020694e-05	-2.49687539884016e-01,1.60779584908765e-05	-2.49687881079013e-01,5.76789019562802e-05	-2.49688157439382e-01,-1.55629221895570e-05
6.30022587651753e+02	-2.49688233003295e-01,-5.79308947215927e-05	-2.49687528743766e-01,1.63629398675513e-05	-2.49687881030535e-01,5.86351114274993e-05	-2.49688166387835e-01,-1.57884005678801e-05
6.40022787455749e+02	-2.49688244231707e-01,-5.88259210626584e-05	-2.49687517425104e-01,1.66475272087097e-05	-2.49687880981190e-01,5.95909391520875e-05	-2.49688175479544e-01,-1.60142792800775e-05
6.50022987259745e+02	-2.49688255637099e-01,-5.97213405184653e-05	-2.49687505928035e-01,1.69317386910891e-05	-2.49687880930987e-01,6.05464035019687e-05	-2.49688184714525e-01,-1.62405402495393e-05
6.60023187063741e+02	-2.49688267219465e-01,-6.06171360165548e-05	-2.49687494252538e-01,1.72155916570252e-05	-2.49687880879909e-01,6.15015220148430e-05	-2.49688194092772e-01,-1.64671662340595e-05
6.70023386867737e+02	-2.49688278978825e-01,-6.15132915596562e-05	-2.49687482398618e-01,1.74991023736533e-05	-2.49687880827964e-01,6.24563111532019e-05	-2.49688203614300e-01,-1.66941410663605e-05
6.80023586671733e+02	-2.49688290915172e-01,-6.24097922456742e-05	-2.49687470366251e-01,1.77822860129585e-05	-2.49687880775134e-01,6.34107862843253e-05	-2.49688213279098e-01,-1.69214496746323e-05
6.90023786475729e+02	-2.49688303028527e-01,-6.33066239030247e-05	-2.49687458155443e-01,1.80651570165770e-05	-2.49687880721427e-01,6.43649620452023e-05	-2.49688223087187e-01,-1.71490777172484e-05
7.00023986279725e+02	-2.49688315318892e-01,-6.42037732389205e-05	-2.49687445766180e-01,1.83477289470856e-05	-2.49687880666835e-01,6.53188521937747e-05	-2.49688233038565e-01,-1.73770117317076e-05
7.10024186083722e+02	-2.49688327786271e-01,-6.51012277302567e-05	-2.49687433198451e-01,1.86300145976165e-05	-2.49687880611349e-01,6.62724697185599e-05	-2.49688243133232e-01,-1.76052390249441e-05
7.20024385887718e+02	-2.49688340430696e-01,-6.59989755308931e-05	-2.49687420452269e-01,1.89120260842545e-05	-2.49687880554988e-01,6.72258269310029e-05	-2.49688253371218e-01,-1.78337475809550e-05
