Freq.	I(C1)	I(C2)	I(C3)	I(C4)
4.70019390787815e+02	-2.49688164188231e-01,1.84844024841650e-05	-2.49687560778439e-01,-5.11233937974950e-05	-2.49687814259614e-01,-1.76368516055432e-05	-2.49688145500262e-01,4.93473239993163e-05
4.80019590591811e+02	-2.49688176306037e-01,1.89222291993936e-05	-2.49687546957356e-01,-5.21669026862712e-05	-2.49687811334194e-01,-1.79677368862279e-05	-2.49688156808436e-01,5.04419244993246e-05
4.90019790395807e+02	-2.49688188679004e-01,1.93591651610033e-05	-2.49687532845199e-01,-5.32113244477274e-05	-2.49687808347146e-01,-1.82995249869810e-05	-2.49688168354696e-01,5.15356424477310e-05
5.00019990199803e+02	-2.49688201307123e-01,1.97952639406778e-05	-2.49687518441951e-01,-5.42566059713138e-05	-2.49687805298456e-01,-1.86321625877568e-05	-2.49688180139033e-01,5.26285315872236e-05
5.10020190003799e+02	-2.49688214190424e-01,2.02305755458496e-05	-2.49687503747628e-01,-5.53026977108065e-05	-2.49687802188146e-01,-1.89655999326474e-05	-2.49688192161474e-01,5.37206420962069e-05
5.20020389807795e+02	-2.49688227328897e-01,2.06651457435365e-05	-2.49687488762213e-01,-5.63495543603788e-05	-2.49687799016203e-01,-1.92997915062920e-05	-2.49688204422007e-01,5.48120199127132e-05
5.30020589611792e+02	-2.49688240722573e-01,2.10990171197263e-05	-2.49687473485723e-01,-5.73971337952995e-05	-2.49687795782649e-01,-1.96346949743395e-05	-2.49688216920662e-01,5.59027077937351e-05
5.40020789415788e+02	-2.49688254371445e-01,2.15322289462219e-05	-2.49687457918141e-01,-5.84453972049631e-05	-2.49687792487471e-01,-1.99702713165853e-05	-2.49688229657428e-01,5.69927451820375e-05
5.50020989219784e+02	-2.49688268275492e-01,2.19648178202667e-05	-2.49687442059437e-01,-5.94943084534455e-05	-2.49687789130642e-01,-2.03064841874368e-05	-2.49688242632285e-01,5.80821688459428e-05
5.60021189023780e+02	-2.49688282434740e-01,2.23968177921397e-05	-2.49687425909621e-01,-6.05438339517373e-05	-2.49687785712180e-01,-2.06432997882472e-05	-2.49688255845254e-01,5.91710130067609e-05
