Freq.	I(C1)	I(C2)	I(C3)	I(C4)
1.16003317726355e+03	2.00478456891477e-02,-6.29687020900935e-03	2.00518413800838e-02,-6.48169919785850e-03	2.00433799520227e-02,-6.31618399047957e-03	2.00422378431371e-02,-6.10340327394863e-03
1.17003337706754e+03	2.04232359325982e-02,-6.37052644726167e-03	2.04273007885551e-02,-6.55696949092475e-03	2.04186862271397e-02,-6.38990472678039e-03	2.04175274342493e-02,-6.17522068605464e-03
1.18003357687154e+03	2.08029024035209e-02,-6.44476683338055e-03	2.08070370157667e-02,-6.63282451901071e-03	2.07982677690477e-02,-6.46420667990301e-03	2.07970922699025e-02,-6.24761734714076e-03
1.19003377667553e+03	2.11868765824182e-02,-6.51960050364674e-03	2.11910815420609e-02,-6.70927342594417e-03	2.11821560515247e-02,-6.53909894671063e-03	2.11809638278009e-02,-6.32060232830021e-03
1.20003397647953e+03	2.15751904324344e-02,-6.59503673358433e-03	2.15794663304149e-02,-6.78632549487602e-03	2.15703830309083e-02,-6.61459076285422e-03	2.15691740682830e-02,-6.39418483913234e-03
1.21003417628353e+03	2.19678764064821e-02,-6.67108494087520e-03	2.19722238335677e-02,-6.86399015119617e-03	2.19629811532218e-02,-6.69069150567885e-03	2.19617554414499e-02,-6.46837423064393e-03
1.22003437608752e+03	2.23649674545214e-02,-6.74775468833393e-03	2.23693870012985e-02,-6.94227696551000e-03	2.23599833614522e-02,-6.76741069719001e-03	2.23587408944446e-02,-6.54317999821045e-03
1.23003457589152e+03	2.27664970309820e-02,-6.82505568695340e-03	2.27709892878491e-02,-7.02119565668525e-03	2.27614231029725e-02,-6.84475800709063e-03	2.27601638788754e-02,-6.61861178460784e-03
1.24003477569552e+03	2.31724991023428e-02,-6.90299779901660e-03	2.31770646595029e-02,-7.10075609496554e-03	2.31673343371199e-02,-6.92274325588413e-03	2.31660583583963e-02,-6.69467938311027e-03
1.25003497549951e+03	2.35830081548611e-02,-6.98159104128481e-03	2.35876476023139e-02,-7.18096830516000e-03	2.35777515429245e-02,-7.00137641805364e-03	2.35764588164373e-02,-6.77139274066390e-03
1.26003517530351e+03	2.39980592024686e-02,-7.06084558825132e-03	2.40027731300028e-02,-7.26184246989863e-03	2.39927097270049e-02,-7.08066762530660e-03	2.39914002641015e-02,-6.84876196112604e-03
1.27003537510750e+03	2.44176877948202e-02,-7.14077177547977e-03	2.44224767920050e-02,-7.34338893297213e-03	2.44122444316161e-02,-7.16062716990381e-03	2.44109182482148e-02,-6.92679730858852e-03
1.28003557491150e+03	2.48419300255195e-02,-7.22138010300977e-03	2.48467946816963e-02,-7.42561820273930e-03	2.48363917428743e-02,-7.24126550805553e-03	2.48350488595524e-02,-7.00550921076809e-03
1.29003577471550e+03	2.52708225405045e-02,-7.30268123885045e-03	2.52757634447782e-02,-7.50854095562217e-03	2.52651882991421e-02,-7.32259326340542e-03	2.52638287412261e-02,-7.08490826248459e-03
1.30003597451949e+03	2.57044025466155e-02,-7.38468602254873e-03	2.57094202878455e-02,-7.59216803967600e-03	2.56986712995956e-02,-7.40462123058889e-03	2.56972950972532e-02,-7.16500522921322e-03
1.31003617432349e+03	2.61427078203337e-02,-7.46740546884646e-03	2.61478029871244e-02,-7.67651047824811e-03	2.61368785129620e-02,-7.48736037888014e-03	2.61354857012958e-02,-7.24581105072574e-03
1.32003637412748e+03	2.65857767167065e-02,-7.55085077141998e-03	2.65909498973983e-02,-7.76157947371928e-03	2.65798482864451e-02,-7.57082185592167e-03	2.65784389055886e-02,-7.32733684481350e-03
1.33003657393148e+03	2.70336481784556e-02,-7.63503330671115e-03	2.70388999611146e-02,-7.84738641133654e-03	2.70276195548318e-02,-7.65501699154456e-03	2.70261936500469e-02,-7.40959391110171e-03
