Freq.	I(C1)	I(C2)	I(C3)	I(C4)
6.50022987259745e+02	5.96990750029485e-03,-3.24331007294774e-03	5.97024499313055e-03,-3.17253439268044e-03	5.96778284219561e-03,-3.08828361225007e-03	5.96808024258060e-03,-3.13646174371143e-03
6.60023187063741e+02	6.15955289360756e-03,-3.29843834035254e-03	6.15990047237527e-03,-3.22657772944004e-03	6.15736083225665e-03,-3.14099843759308e-03	6.15766823608439e-03,-3.18989659345104e-03
6.70023386867737e+02	6.35238031454335e-03,-3.35381870849432e-03	6.35273810925147e-03,-3.28087335232295e-03	6.35011972516983e-03,-3.19396401552065e-03	6.35043733504430e-03,-3.24358119339242e-03
6.80023586671733e+02	6.54840345486142e-03,-3.40945598185438e-03	6.54877159436236e-03,-3.33542606911382e-03	6.54607320817983e-03,-3.24718512658168e-03	6.54640122913708e-03,-3.29752030632429e-03
6.90023786475729e+02	6.74763626381263e-03,-3.46535501370782e-03	6.74801487578015e-03,-3.39024073641502e-03	6.74523522594254e-03,-3.30066659994883e-03	6.74557386550027e-03,-3.35171874353475e-03
7.00023986279725e+02	6.95009295067192e-03,-3.52152070720036e-03	6.95048216157830e-03,-3.44532226072377e-03	6.94761998305685e-03,-3.35441331449171e-03	6.94796945126478e-03,-3.40618136588203e-03
7.10024186083722e+02	7.15578798732563e-03,-3.57795801644293e-03	7.15618792241854e-03,-3.50067559952738e-03	7.15324194665137e-03,-3.40843019986810e-03	7.15360245614214e-03,-3.46091308488308e-03
7.20024385887718e+02	7.36473611091491e-03,-3.63467194762469e-03	7.36514689419397e-03,-3.55630576241666e-03	7.36211584902719e-03,-3.46272223763329e-03	7.36248761506809e-03,-3.51591886382050e-03
7.30024585691714e+02	7.57695232653613e-03,-3.69166756014518e-03	7.57737408072924e-03,-3.61221781221854e-03	7.57425669035775e-03,-3.51729446236868e-03	7.57463993090303e-03,-3.57120371886825e-03
7.40024785495710e+02	7.79245190999889e-03,-3.74894996776530e-03	7.79288475653823e-03,-3.66841686614769e-03	7.78967974144606e-03,-3.57215196282901e-03	7.79007467719003e-03,-3.62677272023656e-03
7.50024985299706e+02	8.01125041064253e-03,-3.80652433977907e-03	8.01169446964032e-03,-3.72490809697860e-03	8.00840054654071e-03,-3.62729988311043e-03	8.00880740097157e-03,-3.68263099333710e-03
7.60025185103702e+02	8.23336365421298e-03,-3.86439590220481e-03	8.23381904443690e-03,-3.78169673423746e-03	8.23043492621194e-03,-3.68274342383795e-03	8.23085392566637e-03,-3.73878371996778e-03
7.70025384907698e+02	8.45880774580040e-03,-3.92256993899812e-03	8.45927458464876e-03,-3.83878806541551e-03	8.45579898028865e-03,-3.73848784337446e-03	8.45623035400714e-03,-3.79523613951904e-03
7.80025584711694e+02	8.68759907283813e-03,-3.98105179328539e-03	8.68807747631462e-03,-3.89618743720316e-03	8.68450909085664e-03,-3.79453845905047e-03	8.68495307103970e-03,-3.85199355020081e-03
7.90025784515690e+02	8.91975430816400e-03,-4.03984686862061e-03	8.92024439085228e-03,-3.95390025674734e-03	8.91658192531929e-03,-3.85090064841692e-03	8.91703874718437e-03,-3.90906131029240e-03
8.00025984319687e+02	9.15529041314779e-03,-4.09896063026321e-03	9.15579228818560e-03,-4.01193199292982e-03	9.15203443952414e-03,-3.90757985051900e-03	9.15250434136342e-03,-3.96644483941357e-03
8.10026184123683e+02	9.39422464088128e-03,-4.15839860648024e-03	9.39473841993429e-03,-4.07028817767002e-03	9.39088388095231e-03,-3.96458156719429e-03	9.39136710419144e-03,-4.02414961981969e-03
8.20026383927679e+02	9.63657453943578e-03,-4.21816638987200e-03	9.63710033267113e-03,-4.12897440725113e-03	9.63314779197539e-03,-4.02191136439428e-03	9.63364458123291e-03,-4.08218119772031e-03
8.30026583731675e+02	9.88235795518727e-03,-4.27826963872150e-03	9.88289587124671e-03,-4.18799634367018e-03	9.87884401317962e-03,-4.07957487352955e-03	9.87935461632737e-03,-4.14054518462137e-03
